Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year
0 days 00:21:11.741000,HUL,27,0 days 00:02:25.036000,3.0,1.0,,,0 days 00:00:45.997000,0 days 00:01:00.921000,0 days 00:00:38.118000,0 days 00:19:32.702000,0 days 00:20:33.623000,0 days 00:21:11.741000,147.0,195.0,167.0,223.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:18:46.705000,2023-09-16 13:03:47.344,1,,False,,False,True,2023
0 days 00:23:29.814000,HUL,27,0 days 00:02:18.073000,4.0,1.0,,,0 days 00:00:42.223000,0 days 00:00:53.895000,0 days 00:00:41.955000,0 days 00:21:53.964000,0 days 00:22:47.859000,0 days 00:23:29.814000,160.0,241.0,255.0,182.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:21:11.741000,2023-09-16 13:06:12.380,1,,False,,False,True,2023
0 days 00:25:02.974000,HUL,27,0 days 00:01:33.160000,5.0,1.0,,,0 days 00:00:27.272000,0 days 00:00:39.455000,0 days 00:00:26.433000,0 days 00:23:57.086000,0 days 00:24:36.541000,0 days 00:25:02.974000,312.0,280.0,258.0,301.0,True,SOFT,5.0,True,Haas F1 Team,0 days 00:23:29.814000,2023-09-16 13:08:30.453,1,,False,,False,True,2023
0 days 00:33:29.152000,HUL,27,0 days 00:01:32.100000,8.0,2.0,,,0 days 00:00:27.024000,0 days 00:00:38.815000,0 days 00:00:26.261000,0 days 00:32:24.076000,0 days 00:33:02.891000,0 days 00:33:29.152000,313.0,280.0,259.0,302.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:31:57.052000,2023-09-16 13:16:57.691,1,,False,,False,True,2023
0 days 01:12:02.444000,HUL,27,0 days 00:01:32.348000,11.0,3.0,,,0 days 00:00:27.141000,0 days 00:00:38.998000,0 days 00:00:26.209000,0 days 01:10:57.237000,0 days 01:11:36.235000,0 days 01:12:02.444000,313.0,280.0,256.0,301.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:10:30.096000,2023-09-16 13:55:30.735,1,,False,,False,True,2023
0 days 01:22:45.959000,HUL,27,0 days 00:01:31.994000,14.0,4.0,,,0 days 00:00:26.943000,0 days 00:00:38.875000,0 days 00:00:26.176000,0 days 01:21:40.908000,0 days 01:22:19.783000,0 days 01:22:45.959000,313.0,280.0,257.0,301.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:21:13.965000,2023-09-16 14:06:14.604,12,,False,,False,True,2023
0 days 01:34:52.259000,HUL,27,0 days 00:01:32.537000,17.0,5.0,,,0 days 00:00:27.206000,0 days 00:00:39.069000,0 days 00:00:26.262000,0 days 01:33:46.928000,0 days 01:34:25.997000,0 days 01:34:52.259000,311.0,279.0,257.0,300.0,True,SOFT,5.0,False,Haas F1 Team,0 days 01:33:19.722000,2023-09-16 14:18:20.361,1,,False,,False,True,2023
0 days 01:42:49.316000,HUL,27,0 days 00:01:31.808000,20.0,6.0,,,0 days 00:00:26.926000,0 days 00:00:38.738000,0 days 00:00:26.144000,0 days 01:41:44.434000,0 days 01:42:23.172000,0 days 01:42:49.316000,312.0,279.0,256.0,302.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:41:17.508000,2023-09-16 14:26:18.147,1,,False,,False,True,2023
0 days 00:18:52.886000,LAW,40,0 days 00:01:33.601000,2.0,1.0,,,0 days 00:00:27.570000,0 days 00:00:39.348000,0 days 00:00:26.683000,0 days 00:17:46.855000,0 days 00:18:26.203000,0 days 00:18:52.886000,306.0,276.0,254.0,296.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:17:19.285000,2023-09-16 13:02:19.924,1,,False,,False,True,2023
0 days 00:26:03.316000,LAW,40,0 days 00:01:32.724000,5.0,2.0,,,0 days 00:00:27.363000,0 days 00:00:39.076000,0 days 00:00:26.285000,0 days 00:24:57.955000,0 days 00:25:37.031000,0 days 00:26:03.316000,308.0,276.0,256.0,298.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:24:30.592000,2023-09-16 13:09:31.231,1,,False,,False,True,2023
0 days 00:33:51.183000,LAW,40,0 days 00:01:32.215000,8.0,3.0,,,0 days 00:00:27.328000,0 days 00:00:38.742000,0 days 00:00:26.145000,0 days 00:32:46.296000,0 days 00:33:25.038000,0 days 00:33:51.183000,308.0,277.0,255.0,297.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:32:18.968000,2023-09-16 13:17:19.607,1,,False,,False,True,2023
0 days 01:13:00.400000,LAW,40,0 days 00:01:32.507000,11.0,4.0,,,0 days 00:00:27.288000,0 days 00:00:38.876000,0 days 00:00:26.343000,0 days 01:11:55.181000,0 days 01:12:34.057000,0 days 01:13:00.400000,304.0,275.0,255.0,296.0,True,SOFT,5.0,False,AlphaTauri,0 days 01:11:27.893000,2023-09-16 13:56:28.532,1,,False,,False,True,2023
0 days 01:23:16.521000,LAW,40,0 days 00:01:32.166000,14.0,5.0,,,0 days 00:00:27.298000,0 days 00:00:38.716000,0 days 00:00:26.152000,0 days 01:22:11.653000,0 days 01:22:50.369000,0 days 01:23:16.521000,307.0,276.0,256.0,297.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:21:44.355000,2023-09-16 14:06:44.994,12,,False,,False,True,2023
0 days 01:35:37.758000,LAW,40,0 days 00:01:32.811000,17.0,6.0,,,0 days 00:00:27.376000,0 days 00:00:39.092000,0 days 00:00:26.343000,0 days 01:34:32.323000,0 days 01:35:11.415000,0 days 01:35:37.758000,306.0,276.0,257.0,297.0,True,SOFT,5.0,False,AlphaTauri,0 days 01:34:04.947000,2023-09-16 14:19:05.586,1,,False,,False,True,2023
0 days 01:43:35.546000,LAW,40,0 days 00:01:32.268000,20.0,7.0,,,0 days 00:00:27.285000,0 days 00:00:38.752000,0 days 00:00:26.231000,0 days 01:42:30.563000,0 days 01:43:09.315000,0 days 01:43:35.546000,307.0,276.0,255.0,298.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:42:03.278000,2023-09-16 14:27:03.917,1,,False,,False,True,2023
0 days 00:19:36.713000,VER,1,0 days 00:01:32.862000,2.0,1.0,,,0 days 00:00:27.348000,0 days 00:00:39.244000,0 days 00:00:26.270000,0 days 00:18:31.199000,0 days 00:19:10.443000,0 days 00:19:36.713000,305.0,276.0,255.0,300.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:18:03.851000,2023-09-16 13:03:04.490,1,,False,,False,True,2023
0 days 00:24:25.899000,VER,1,0 days 00:02:17.450000,4.0,1.0,,,0 days 00:00:42.243000,0 days 00:00:52.971000,0 days 00:00:42.236000,0 days 00:22:50.692000,0 days 00:23:43.663000,0 days 00:24:25.899000,180.0,234.0,259.0,158.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:22:08.449000,2023-09-16 13:07:09.088,1,,False,,False,True,2023
0 days 00:25:58.297000,VER,1,0 days 00:01:32.398000,5.0,1.0,,,0 days 00:00:27.144000,0 days 00:00:39.064000,0 days 00:00:26.190000,0 days 00:24:53.043000,0 days 00:25:32.107000,0 days 00:25:58.297000,310.0,277.0,259.0,301.0,True,SOFT,5.0,True,Red Bull Racing,0 days 00:24:25.899000,2023-09-16 13:09:26.538,1,,False,,False,True,2023
0 days 01:11:39.217000,VER,1,0 days 00:01:32.307000,10.0,3.0,,,0 days 00:00:27.250000,0 days 00:00:38.931000,0 days 00:00:26.126000,0 days 01:10:34.160000,0 days 01:11:13.091000,0 days 01:11:39.217000,305.0,277.0,260.0,300.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:10:06.910000,2023-09-16 13:55:07.549,1,,False,,False,True,2023
0 days 01:22:55.115000,VER,1,0 days 00:01:32.173000,13.0,4.0,,,0 days 00:00:27.255000,0 days 00:00:38.896000,0 days 00:00:26.022000,0 days 01:21:50.197000,0 days 01:22:29.093000,0 days 01:22:55.115000,310.0,277.0,260.0,302.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:21:22.942000,2023-09-16 14:06:23.581,12,,False,,False,True,2023
0 days 00:25:31.347000,GAS,10,0 days 00:01:32.654000,2.0,1.0,,,0 days 00:00:27.260000,0 days 00:00:39.321000,0 days 00:00:26.073000,0 days 00:24:25.953000,0 days 00:25:05.274000,0 days 00:25:31.347000,306.0,277.0,254.0,299.0,True,SOFT,2.0,True,Alpine,0 days 00:23:58.693000,2023-09-16 13:08:59.332,1,,False,,False,True,2023
0 days 00:34:03.261000,GAS,10,0 days 00:01:32.452000,5.0,2.0,,,0 days 00:00:27.394000,0 days 00:00:39.003000,0 days 00:00:26.055000,0 days 00:32:58.203000,0 days 00:33:37.206000,0 days 00:34:03.261000,309.0,277.0,256.0,299.0,True,SOFT,2.0,True,Alpine,0 days 00:32:30.809000,2023-09-16 13:17:31.448,1,,False,,False,True,2023
0 days 01:13:26.472000,GAS,10,0 days 00:01:32.279000,8.0,3.0,,,0 days 00:00:27.206000,0 days 00:00:39.047000,0 days 00:00:26.026000,0 days 01:12:21.399000,0 days 01:13:00.446000,0 days 01:13:26.472000,308.0,277.0,256.0,299.0,True,SOFT,2.0,True,Alpine,0 days 01:11:54.193000,2023-09-16 13:56:54.832,1,,False,,False,True,2023
0 days 01:23:02.549000,GAS,10,0 days 00:01:32.274000,11.0,4.0,,,0 days 00:00:27.178000,0 days 00:00:39.074000,0 days 00:00:26.022000,0 days 01:21:57.453000,0 days 01:22:36.527000,0 days 01:23:02.549000,307.0,277.0,257.0,299.0,True,SOFT,2.0,True,Alpine,0 days 01:21:30.275000,2023-09-16 14:06:30.914,12,,False,,False,True,2023
0 days 00:19:22.810000,PER,11,0 days 00:01:32.563000,2.0,1.0,,,0 days 00:00:27.256000,0 days 00:00:39.015000,0 days 00:00:26.292000,0 days 00:18:17.503000,0 days 00:18:56.518000,0 days 00:19:22.810000,309.0,278.0,257.0,300.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:50.247000,2023-09-16 13:02:50.886,1,,False,,False,True,2023
0 days 00:24:35.521000,PER,11,0 days 00:02:27.509000,4.0,1.0,,,0 days 00:00:44.739000,0 days 00:00:59.583000,0 days 00:00:43.187000,0 days 00:22:52.751000,0 days 00:23:52.334000,0 days 00:24:35.521000,166.0,243.0,255.0,186.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:22:08.012000,2023-09-16 13:07:08.651,1,,False,,False,True,2023
0 days 00:33:45.324000,PER,11,0 days 00:01:32.099000,7.0,2.0,,,0 days 00:00:27.042000,0 days 00:00:38.814000,0 days 00:00:26.243000,0 days 00:32:40.267000,0 days 00:33:19.081000,0 days 00:33:45.324000,310.0,278.0,256.0,299.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:32:13.225000,2023-09-16 13:17:13.864,1,,False,,False,True,2023
0 days 01:11:55.376000,PER,11,0 days 00:01:32.310000,10.0,3.0,,,0 days 00:00:27.245000,0 days 00:00:38.870000,0 days 00:00:26.195000,0 days 01:10:50.311000,0 days 01:11:29.181000,0 days 01:11:55.376000,309.0,278.0,255.0,300.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:10:23.066000,2023-09-16 13:55:23.705,1,,False,,False,True,2023
0 days 00:24:48.055000,ALB,23,0 days 00:01:33.627000,2.0,1.0,,,0 days 00:00:27.230000,0 days 00:00:39.902000,0 days 00:00:26.495000,0 days 00:23:41.658000,0 days 00:24:21.560000,0 days 00:24:48.055000,312.0,279.0,256.0,303.0,True,SOFT,2.0,True,Williams,0 days 00:23:14.428000,2023-09-16 13:08:15.067,1,,False,,False,True,2023
0 days 00:32:49.383000,ALB,23,0 days 00:01:32.668000,5.0,2.0,,,0 days 00:00:27.131000,0 days 00:00:39.323000,0 days 00:00:26.214000,0 days 00:31:43.846000,0 days 00:32:23.169000,0 days 00:32:49.383000,312.0,280.0,257.0,302.0,True,SOFT,2.0,True,Williams,0 days 00:31:16.715000,2023-09-16 13:16:17.354,1,,False,,False,True,2023
0 days 01:13:20.125000,ALB,23,0 days 00:01:33.719000,8.0,3.0,,,0 days 00:00:27.454000,0 days 00:00:39.856000,0 days 00:00:26.409000,0 days 01:12:13.860000,0 days 01:12:53.716000,0 days 01:13:20.125000,309.0,279.0,257.0,302.0,True,SOFT,5.0,False,Williams,0 days 01:11:46.406000,2023-09-16 13:56:47.045,1,,False,,False,True,2023
0 days 00:24:55.931000,TSU,22,0 days 00:01:32.930000,2.0,1.0,,,0 days 00:00:27.549000,0 days 00:00:39.157000,0 days 00:00:26.224000,0 days 00:23:50.550000,0 days 00:24:29.707000,0 days 00:24:55.931000,306.0,277.0,255.0,295.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:23:23.001000,2023-09-16 13:08:23.640,1,,False,,False,True,2023
0 days 00:33:11.684000,TSU,22,0 days 00:01:31.991000,5.0,2.0,,,0 days 00:00:27.177000,0 days 00:00:38.747000,0 days 00:00:26.067000,0 days 00:32:06.870000,0 days 00:32:45.617000,0 days 00:33:11.684000,306.0,275.0,257.0,295.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:31:39.693000,2023-09-16 13:16:40.332,1,,False,,False,True,2023
0 days 00:18:58.402000,BOT,77,0 days 00:01:33.790000,2.0,1.0,,,0 days 00:00:27.936000,0 days 00:00:39.407000,0 days 00:00:26.447000,0 days 00:17:52.548000,0 days 00:18:31.955000,0 days 00:18:58.402000,307.0,277.0,253.0,297.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:17:24.612000,2023-09-16 13:02:25.251,1,,False,,False,True,2023
0 days 00:21:17.660000,BOT,77,0 days 00:02:19.258000,3.0,1.0,,,0 days 00:00:39.898000,0 days 00:00:58.946000,0 days 00:00:40.414000,0 days 00:19:38.300000,0 days 00:20:37.246000,0 days 00:21:17.660000,191.0,163.0,161.0,211.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:18:58.402000,2023-09-16 13:03:59.041,1,,False,,False,True,2023
0 days 00:23:45.132000,BOT,77,0 days 00:02:27.472000,4.0,1.0,,,0 days 00:00:39.618000,0 days 00:00:59.176000,0 days 00:00:48.678000,0 days 00:21:57.278000,0 days 00:22:56.454000,0 days 00:23:45.132000,237.0,225.0,251.0,215.0,False,SOFT,4.0,True,Alfa Romeo,0 days 00:21:17.660000,2023-09-16 13:06:18.299,1,,False,,False,True,2023
0 days 00:25:18.785000,BOT,77,0 days 00:01:33.653000,5.0,1.0,,,0 days 00:00:27.338000,0 days 00:00:39.651000,0 days 00:00:26.664000,0 days 00:24:12.470000,0 days 00:24:52.121000,0 days 00:25:18.785000,307.0,277.0,256.0,296.0,True,SOFT,5.0,True,Alfa Romeo,0 days 00:23:45.132000,2023-09-16 13:08:45.771,1,,False,,False,True,2023
0 days 00:32:43.403000,BOT,77,0 days 00:01:32.809000,8.0,2.0,,,0 days 00:00:27.239000,0 days 00:00:39.211000,0 days 00:00:26.359000,0 days 00:31:37.833000,0 days 00:32:17.044000,0 days 00:32:43.403000,308.0,277.0,257.0,296.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:31:10.594000,2023-09-16 13:16:11.233,1,,False,,False,True,2023
0 days 00:20:02.945000,PIA,81,0 days 00:01:32.902000,2.0,1.0,,,0 days 00:00:27.334000,0 days 00:00:39.326000,0 days 00:00:26.242000,0 days 00:18:57.377000,0 days 00:19:36.703000,0 days 00:20:02.945000,308.0,278.0,259.0,299.0,True,SOFT,2.0,True,McLaren,0 days 00:18:30.043000,2023-09-16 13:03:30.682,1,,False,,False,True,2023
0 days 00:24:54.407000,PIA,81,0 days 00:02:16.544000,4.0,1.0,,,0 days 00:00:41.710000,0 days 00:00:57.505000,0 days 00:00:37.329000,0 days 00:23:19.573000,0 days 00:24:17.078000,0 days 00:24:54.407000,221.0,212.0,256.0,163.0,False,SOFT,4.0,True,McLaren,0 days 00:22:37.863000,2023-09-16 13:07:38.502,1,,False,,False,True,2023
0 days 00:26:27.474000,PIA,81,0 days 00:01:33.067000,5.0,1.0,,,0 days 00:00:27.161000,0 days 00:00:39.509000,0 days 00:00:26.397000,0 days 00:25:21.568000,0 days 00:26:01.077000,0 days 00:26:27.474000,311.0,279.0,258.0,301.0,False,SOFT,5.0,True,McLaren,0 days 00:24:54.407000,2023-09-16 13:09:55.046,1,,False,,False,True,2023
0 days 00:34:16.385000,PIA,81,0 days 00:01:33.717000,8.0,2.0,,,0 days 00:00:27.342000,0 days 00:00:39.293000,0 days 00:00:27.082000,0 days 00:33:10.010000,0 days 00:33:49.303000,0 days 00:34:16.385000,313.0,279.0,125.0,296.0,False,SOFT,2.0,True,McLaren,0 days 00:32:42.668000,2023-09-16 13:17:43.307,125,,False,,False,False,2023
0 days 00:18:34.386000,SAR,2,0 days 00:01:35.098000,2.0,1.0,,,0 days 00:00:28.244000,0 days 00:00:40.273000,0 days 00:00:26.581000,0 days 00:17:27.532000,0 days 00:18:07.805000,0 days 00:18:34.386000,309.0,279.0,252.0,300.0,True,SOFT,2.0,True,Williams,0 days 00:16:59.288000,2023-09-16 13:01:59.927,1,,False,,False,True,2023
0 days 00:24:40.786000,SAR,2,0 days 00:01:33.571000,5.0,2.0,,,0 days 00:00:27.245000,0 days 00:00:39.711000,0 days 00:00:26.615000,0 days 00:23:34.460000,0 days 00:24:14.171000,0 days 00:24:40.786000,312.0,279.0,255.0,301.0,True,SOFT,2.0,True,Williams,0 days 00:23:07.215000,2023-09-16 13:08:07.854,1,,False,,False,True,2023
0 days 00:32:37.137000,SAR,2,0 days 00:01:33.252000,8.0,3.0,,,0 days 00:00:27.263000,0 days 00:00:39.523000,0 days 00:00:26.466000,0 days 00:31:31.148000,0 days 00:32:10.671000,0 days 00:32:37.137000,311.0,279.0,256.0,300.0,True,SOFT,2.0,True,Williams,0 days 00:31:03.885000,2023-09-16 13:16:04.524,1,,False,,False,True,2023
0 days 00:19:04.086000,ZHO,24,0 days 00:01:34.433000,2.0,1.0,,,0 days 00:00:27.679000,0 days 00:00:39.831000,0 days 00:00:26.923000,0 days 00:17:57.332000,0 days 00:18:37.163000,0 days 00:19:04.086000,309.0,278.0,253.0,299.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:17:29.653000,2023-09-16 13:02:30.292,1,,False,,False,True,2023
0 days 00:21:24.900000,ZHO,24,0 days 00:02:20.814000,3.0,1.0,,,0 days 00:00:42.936000,0 days 00:00:58.852000,0 days 00:00:39.026000,0 days 00:19:47.022000,0 days 00:20:45.874000,0 days 00:21:24.900000,161.0,184.0,180.0,230.0,False,SOFT,3.0,True,Alfa Romeo,0 days 00:19:04.086000,2023-09-16 13:04:04.725,1,,False,,False,True,2023
0 days 00:23:50.266000,ZHO,24,0 days 00:02:25.366000,4.0,1.0,,,0 days 00:00:39.414000,0 days 00:00:58.639000,0 days 00:00:47.313000,0 days 00:22:04.314000,0 days 00:23:02.953000,0 days 00:23:50.266000,227.0,229.0,252.0,221.0,False,SOFT,4.0,True,Alfa Romeo,0 days 00:21:24.900000,2023-09-16 13:06:25.539,1,,False,,False,True,2023
0 days 00:25:24.081000,ZHO,24,0 days 00:01:33.815000,5.0,1.0,,,0 days 00:00:27.491000,0 days 00:00:39.719000,0 days 00:00:26.605000,0 days 00:24:17.757000,0 days 00:24:57.476000,0 days 00:25:24.081000,308.0,278.0,256.0,297.0,True,SOFT,5.0,True,Alfa Romeo,0 days 00:23:50.266000,2023-09-16 13:08:50.905,1,,False,,False,True,2023
0 days 00:32:56.418000,ZHO,24,0 days 00:01:33.258000,8.0,2.0,,,0 days 00:00:27.319000,0 days 00:00:39.339000,0 days 00:00:26.600000,0 days 00:31:50.479000,0 days 00:32:29.818000,0 days 00:32:56.418000,309.0,277.0,258.0,299.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:31:23.160000,2023-09-16 13:16:23.799,1,,False,,False,True,2023
0 days 00:20:30.244000,STR,18,0 days 00:01:52.957000,2.0,1.0,,,0 days 00:00:27.634000,0 days 00:00:49.005000,0 days 00:00:36.318000,0 days 00:19:04.921000,0 days 00:19:53.926000,0 days 00:20:30.244000,311.0,225.0,253.0,301.0,True,SOFT,2.0,True,Aston Martin,0 days 00:18:37.287000,2023-09-16 13:03:37.926,1,,False,,False,True,2023
0 days 00:22:04.148000,STR,18,0 days 00:01:33.904000,3.0,1.0,,,0 days 00:00:27.472000,0 days 00:00:39.859000,0 days 00:00:26.573000,0 days 00:20:57.716000,0 days 00:21:37.575000,0 days 00:22:04.148000,306.0,277.0,254.0,299.0,True,SOFT,3.0,True,Aston Martin,0 days 00:20:30.244000,2023-09-16 13:05:30.883,1,,False,,False,True,2023
0 days 00:26:15.831000,STR,18,0 days 00:01:33.397000,5.0,1.0,,,0 days 00:00:27.330000,0 days 00:00:39.549000,0 days 00:00:26.518000,0 days 00:25:09.764000,0 days 00:25:49.313000,0 days 00:26:15.831000,311.0,278.0,255.0,303.0,True,SOFT,5.0,True,Aston Martin,0 days 00:24:42.434000,2023-09-16 13:09:43.073,1,,False,,False,True,2023
0 days 00:19:07.206000,NOR,4,0 days 00:01:30.724000,2.0,1.0,,,0 days 00:00:26.863000,0 days 00:00:38.252000,0 days 00:00:25.609000,0 days 00:18:03.345000,0 days 00:18:41.597000,0 days 00:19:07.206000,312.0,279.0,259.0,305.0,True,SOFT,2.0,True,McLaren,0 days 00:17:36.482000,2024-09-21 13:03:50.319,1,,False,,False,True,2024
0 days 00:28:25.561000,NOR,4,0 days 00:01:30.002000,5.0,2.0,,,0 days 00:00:26.735000,0 days 00:00:37.824000,0 days 00:00:25.443000,0 days 00:27:22.294000,0 days 00:28:00.118000,0 days 00:28:25.561000,310.0,278.0,259.0,303.0,True,SOFT,5.0,False,McLaren,0 days 00:26:55.559000,2024-09-21 13:13:09.396,1,,False,,False,True,2024
0 days 00:43:28.075000,NOR,4,0 days 00:01:30.007000,8.0,3.0,,,0 days 00:00:26.586000,0 days 00:00:37.678000,0 days 00:00:25.743000,0 days 00:42:24.654000,0 days 00:43:02.332000,0 days 00:43:28.075000,312.0,279.0,257.0,303.0,True,SOFT,2.0,True,McLaren,0 days 00:41:58.068000,2024-09-21 13:28:11.905,1,,False,,False,True,2024
0 days 01:28:47.747000,NOR,4,0 days 00:01:29.525000,15.0,6.0,,,0 days 00:00:26.599000,0 days 00:00:37.630000,0 days 00:00:25.296000,0 days 01:27:44.821000,0 days 01:28:22.451000,0 days 01:28:47.747000,312.0,279.0,261.0,304.0,True,SOFT,2.0,True,McLaren,0 days 01:27:18.222000,2024-09-21 14:13:32.059,1,,False,,False,True,2024
0 days 00:23:00.211000,VER,1,0 days 00:01:30.854000,2.0,1.0,,,0 days 00:00:26.800000,0 days 00:00:38.253000,0 days 00:00:25.801000,0 days 00:21:56.157000,0 days 00:22:34.410000,0 days 00:23:00.211000,312.0,278.0,260.0,302.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:21:29.357000,2024-09-21 13:07:43.194,1,,False,,False,True,2024
0 days 00:30:54.398000,VER,1,0 days 00:01:30.157000,5.0,2.0,,,0 days 00:00:26.763000,0 days 00:00:37.949000,0 days 00:00:25.445000,0 days 00:29:51.004000,0 days 00:30:28.953000,0 days 00:30:54.398000,313.0,278.0,262.0,303.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:29:24.241000,2024-09-21 13:15:38.078,1,,False,,False,True,2024
0 days 00:50:26.283000,VER,1,0 days 00:01:29.680000,11.0,4.0,,,0 days 00:00:26.615000,0 days 00:00:37.663000,0 days 00:00:25.402000,0 days 00:49:23.218000,0 days 00:50:00.881000,0 days 00:50:26.283000,310.0,277.0,258.0,302.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:48:56.603000,2024-09-21 13:35:10.440,1,,False,,False,True,2024
0 days 01:29:51.825000,VER,1,0 days 00:01:29.728000,17.0,6.0,,,0 days 00:00:26.641000,0 days 00:00:37.726000,0 days 00:00:25.361000,0 days 01:28:48.738000,0 days 01:29:26.464000,0 days 01:29:51.825000,312.0,278.0,260.0,303.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:28:22.097000,2024-09-21 14:14:35.934,1,,False,,False,True,2024
0 days 00:21:40.525000,HAM,44,0 days 00:01:31.355000,2.0,1.0,,,0 days 00:00:26.870000,0 days 00:00:38.376000,0 days 00:00:26.109000,0 days 00:20:36.040000,0 days 00:21:14.416000,0 days 00:21:40.525000,311.0,279.0,254.0,302.0,True,SOFT,2.0,True,Mercedes,0 days 00:20:09.170000,2024-09-21 13:06:23.007,1,,False,,False,True,2024
0 days 00:30:29.968000,HAM,44,0 days 00:01:30.393000,5.0,2.0,,,0 days 00:00:26.883000,0 days 00:00:37.977000,0 days 00:00:25.533000,0 days 00:29:26.458000,0 days 00:30:04.435000,0 days 00:30:29.968000,312.0,278.0,258.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 00:28:59.575000,2024-09-21 13:15:13.412,1,,False,,False,True,2024
0 days 00:46:21.272000,HAM,44,0 days 00:01:29.929000,8.0,3.0,,,0 days 00:00:26.742000,0 days 00:00:37.797000,0 days 00:00:25.390000,0 days 00:45:18.085000,0 days 00:45:55.882000,0 days 00:46:21.272000,312.0,278.0,256.0,303.0,True,SOFT,2.0,True,Mercedes,0 days 00:44:51.343000,2024-09-21 13:31:05.180,1,,False,,False,True,2024
0 days 01:29:42.301000,HAM,44,0 days 00:01:29.841000,15.0,6.0,,,0 days 00:00:26.626000,0 days 00:00:37.987000,0 days 00:00:25.228000,0 days 01:28:39.086000,0 days 01:29:17.073000,0 days 01:29:42.301000,313.0,279.0,257.0,305.0,True,SOFT,2.0,True,Mercedes,0 days 01:28:12.460000,2024-09-21 14:14:26.297,1,,False,,False,True,2024
0 days 00:21:52.760000,RUS,63,0 days 00:01:31.415000,2.0,1.0,,,0 days 00:00:27.023000,0 days 00:00:38.627000,0 days 00:00:25.765000,0 days 00:20:48.368000,0 days 00:21:26.995000,0 days 00:21:52.760000,315.0,280.0,257.0,303.0,True,SOFT,2.0,True,Mercedes,0 days 00:20:21.345000,2024-09-21 13:06:35.182,1,,False,,False,True,2024
0 days 00:30:38.137000,RUS,63,0 days 00:01:30.811000,5.0,2.0,,,0 days 00:00:27.002000,0 days 00:00:38.212000,0 days 00:00:25.597000,0 days 00:29:34.328000,0 days 00:30:12.540000,0 days 00:30:38.137000,313.0,279.0,257.0,303.0,True,SOFT,2.0,True,Mercedes,0 days 00:29:07.326000,2024-09-21 13:15:21.163,1,,False,,False,True,2024
0 days 00:46:29.122000,RUS,63,0 days 00:01:30.153000,8.0,3.0,,,0 days 00:00:26.827000,0 days 00:00:37.956000,0 days 00:00:25.370000,0 days 00:45:25.796000,0 days 00:46:03.752000,0 days 00:46:29.122000,313.0,279.0,258.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 00:44:58.969000,2024-09-21 13:31:12.806,1,,False,,False,True,2024
0 days 00:55:05.256000,RUS,63,0 days 00:01:30.711000,11.0,4.0,,,0 days 00:00:26.788000,0 days 00:00:38.189000,0 days 00:00:25.734000,0 days 00:54:01.333000,0 days 00:54:39.522000,0 days 00:55:05.256000,314.0,279.0,254.0,303.0,False,SOFT,5.0,False,Mercedes,0 days 00:53:34.545000,2024-09-21 13:39:48.382,1,,False,,False,True,2024
